user_genome	Kingdom	Phylum	Class	Order	Family	Genus	Species
FDZ070-GBkY16-18.bin.186	Bacteria	Armatimonadota	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	JADFMN01	
FDZ064-GR14-16.bin.10	Bacteria	Chloroflexota	Dehalococcoidia	DSTF01	RBG-16-68-14	JACZTE01	JACZTE01 sp022570885
FDZ069-BaYG-BaYR0-2.bin.171	Bacteria	Chloroflexota	Dehalococcoidia	UBA3495	UBA3495		
FDZ033-RR2-4.bin.732	Bacteria	Bacteroidota	Rhodothermia	Rhodothermales	Rubricoccaceae	JAHEJB01	JAHEJB01 sp022561755
FDZ050-RBk16-18.bin.170	Bacteria	Patescibacteria	Dojkabacteria	J137	JAEUSD01		
FDZ033-GG0-2.bin.626	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	SZUA-36	SZUA-36	
FDZ072-WuWY0-2.bin.339	Bacteria	Chloroflexota	Dehalococcoidia	DSTF01	RBG-16-68-14	SZUA-185	
FDZ061-WW18-20.bin.911	Bacteria	Patescibacteria	Paceibacteria	GCA-002772825	GCA-002772825		
FDZ076-RGWu28-30.bin.272	Bacteria	Chloroflexota	Dehalococcoidia	DSTF01	RBG-16-68-14		
FDZ050-RBk8-10.bin.258	Bacteria	Sumerlaeota	Sumerlaeia	UBA8349			
FDZ041-Be15-20.bin.542	Bacteria	Zixibacteria	MSB-5A5	GN15	JACZUZ01	JACZUZ01	
FDZ076-YW-A16-18.bin.28	Bacteria	Patescibacteria	Paceibacteria	UBA9973	JABMNX01		
FDZ052-BYSed.bin.269	Bacteria	Chloroflexota	Dehalococcoidia	UBA3495	UBA3495	Io17-Chloro-G2	
FDZ076-YW-C18-20.bin.82	Bacteria	Patescibacteria	Microgenomatia	Woykebacterales	RBG-16-39-9b		
FDZ070-WuWW6-8.bin.173	Bacteria	Patescibacteria	Paceibacteria	Paceibacterales	RBG-13-36-15	JACZRI01	JACZRI01 sp022574775
FDZ076-YW-C0-2.bin.347	Bacteria	Patescibacteria	WWE3	9FT-COMBO-53-11	9FT-COMBO-53-11	JAUXIZ01	
FDZ053-RBk4-6.bin.65	Bacteria	Pseudomonadota	Gammaproteobacteria	SZUA-152	SZUA-152		
FDZ046-Be6-8.bin.372	Bacteria	Patescibacteria	Paceibacteria	UBA6257			
FDZ076-BkWG16-18.bin.277	Bacteria	Chloroflexota	Dehalococcoidia	Dehalococcoidales	UBA2162	GCA-2685815	
FDZ063-WW0-2.bin.631	Bacteria	Nitrospinota	Nitrospinia	Nitrospinales	VA-1	LS-NOB	
FDZ070-WuBeBe2-4.bin.270	Bacteria	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae		
FDZ076-BkWG24-26.bin.544	Bacteria	Patescibacteria	Paceibacteria	UBA6257	Colwellbacteraceae	2-02-FULL-45-11	
FDZ050-RBk10-12.bin.195	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	UBA2166	UBA2166	
FDZ070-GBkY26-28.bin.308	Bacteria	Nitrospinota	CAJXCL01	CAJXCL01	CAJXCL01	CAJXCL01	
FDZ081-WW0-2.bin.351	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	SMXR01	JADFIA01	
FDZ033-GG8-10.bin.87	Bacteria	Desulfobacterota_B	Binatia	UBA9968	UBA9968	JACZXR01	JACZXR01 sp022571535
FDZ070-GBkY24-26.bin.9	Bacteria	Chloroflexota	Dehalococcoidia	UBA3495	UBA3495	UBA9611	
FDZ060-HbY14-16.bin.301	Bacteria	Patescibacteria	Gracilibacteria	Peribacterales	Peribacteraceae		
FDZ050-RBk16-18.bin.404	Bacteria	Patescibacteria	Paceibacteria	Paceibacterales	UBA10102		
FDZ074-GRW6-8.bin.132	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	GWC2-71-9	N074bin45	
FDZ050-RBk12-14.bin.195	Bacteria	Patescibacteria	Paceibacteria	Paceibacterales	UBA10102	JAUYMI01	
FDZ069-GBeBe20-22.bin.93	Bacteria	Chloroflexota	Dehalococcoidia	UBA3495	UBA3495	UBA9611	UBA9611 sp022563275
FDZ070-GBkY30-33.bin.111	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NORP154		
FDZ062-RRR10-12.bin.41	Bacteria	Chloroflexota	Dehalococcoidia	UBA3495	UBA3495	JADFJS01	
FDZ062-WuWW8-10.bin.49	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	JACZTA01		
FDZ051-Be16-18.bin.419	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales			
FDZ076-BkWG34-36.bin.43	Bacteria	Patescibacteria	Paceibacteria	JACQLN01			
FDZ069-GBeBe12-14.bin.53	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Lacipirellulaceae	Bythopirellula	
FDZ044-RBk10-12.bin.106	Bacteria	Pseudomonadota	Alphaproteobacteria	Micavibrionales	Micavibrionaceae		
FDZ070-GBkY4-6.bin.320	Bacteria	Chloroflexota	Anaerolineae	Anaerolineales	UBA11579	VRUJ01	
FDZ0385-6.bin.256	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	SM1A02	JADFNO01	
FDZ081-YWG26-28.bin.225	Bacteria	Patescibacteria	Paceibacteria	UBA9973	21-14-all-36-13		
FDZ081-Wu26-28.bin.321	Bacteria	Patescibacteria	Paceibacteria	UBA9973	W02-35-19		
FDZ033-RG4-6.bin.58	Bacteria	Elusimicrobiota	Elusimicrobia	UBA1565	UBA1565	UBA1565	
FDZ070-GBeBe16-18.bin.378	Bacteria	4484-113	4484-113	4484-113	JAFGCY01		
FDZ076-GGR6-8.bin.416	Bacteria	Patescibacteria	Paceibacteria	UBA9973	UBA9973	UBA9973	
FDZ063-WW2-4.bin.52	Bacteria	Chloroflexota	Dehalococcoidia	SAR202	UBA11138	JADFKI01	JADFKI01 sp022561955
FDZ081-YBaR22-24.bin.213	Bacteria	Planctomycetota	Phycisphaerae	UBA1845	UBA1845		
FDZ054-Be14-16.bin.11	Bacteria	Marinisomatota	Marinisomatia	Marinisomatales	SCKK01	SCKK01	SCKK01 sp004124475
FDZ076-WWWu0-2.bin.488	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	JAAUQL01	
FDZ076-BkWG20-22.bin.487	Bacteria	Pseudomonadota	Alphaproteobacteria	MPNO01			
FDZ054-RG10-12.bin.35	Bacteria	Zixibacteria	MSB-5A5	GN15	FEB-12	JACZWU01	
FDZ071-RRR2-4.bin.73	Bacteria	Chloroflexota	Dehalococcoidia	SAR202	UBA11138	JADFHV01	
FDZ069-BaYG-BaYR4-6.bin.256	Bacteria	Planctomycetota	Phycisphaerae	UBA1845	UBA1845		
FDZ071-BuBuG14-16.bin.441	Bacteria	Bacteroidota	Ignavibacteria	Ignavibacteriales	Ignavibacteriaceae	BMS3ABIN03	BMS3ABIN03 sp022562275
FDZ076-BkWG14-16.bin.452	Bacteria	Pseudomonadota	Alphaproteobacteria				
FDZ062-WuWR2-4.bin.121	Bacteria	Chloroflexota	Dehalococcoidia	UBA3495	UBA3495		
FDZ064-YGR8-10.bin.343	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Emcibacteraceae	Paremcibacter	
FDZ069-R32-4.bin.341	Bacteria	Zixibacteria	MSB-5A5	GN15	FEB-12	JACZWU01	
FDZ050-RBk8-10.bin.93	Bacteria	Patescibacteria	Paceibacteria	UBA9973	UBA2135		
FDZ041-Be15-20.bin.1002	Bacteria	Omnitrophota	Koll11	JACQQV01	JACQQV01		
FDZ062-GYBe26-28.bin.10	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	SM1A02	JADFSH01	JADFSH01 sp022560875
FDZ062-RRR2-4.bin.25	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Psychrobiaceae	Psychrobium	
FDZ066-BawG0-2.bin.262	Bacteria	Patescibacteria	Gracilibacteria				
FDZ031YE10-15.bin.71	Bacteria	JAGRBM01					
FDZ071-WGBa20-22.bin.158	Bacteria	Planctomycetota	Phycisphaerae	UBA1845			
FDZ043-RG16-18.bin.511	Bacteria	Myxococcota_A	UBA9160	UBA9160	UBA4427	DUBZ01	
FDZ0385-6.bin.541	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	GWC2-71-9	B16T1B5	B16T1B5 sp022573095
FDZ070-WuBeBe16-18.bin.230	Bacteria	Patescibacteria	Paceibacteria	UBA6257	GWB1-50-10	DRGK01	
FDZ066-ww0-2.bin.329	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Azotimanducaceae_A	GCA-002726655	
FDZ061-WW24-26.bin.254	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	UBA2987		
FDZ050-RBk16-18.bin.374	Bacteria	Patescibacteria	Microgenomatia	Levybacterales	GWA1-39-11	JAUSNA01	
FDZ064-RWG12-14.bin.13	Bacteria	Zixibacteria	MSB-5A5	GN15	FEB-12	JACZWU01	
FDZ074-WuWW0-2.bin.333	Bacteria	Chloroflexota	Dehalococcoidia	SAR202	UBA11138		
FDZ074-WuRG32-35.bin.174	Bacteria	Pseudomonadota	Gammaproteobacteria	MnTg04	MnTg04	MnTg04	MnTg04 sp022560735
FDZ076-WWWu22-24.bin.18	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Corynebacterium	Corynebacterium resistens
FDZ072-WuGR10-12.bin.17	Bacteria	Chloroflexota	Dehalococcoidia	UBA3495	UBA3495	UBA9611	
FDZ074-GRW14-16.bin.44	Bacteria	Planctomycetota	Phycisphaerae	UBA1845	CAIVHJ01	JACZTW01	
FDZ072-WuWW12-14.bin.69	Bacteria	Planctomycetota	Phycisphaerae	UBA1845	UBA1845		
FDZ043-RG24-26.bin.16	Bacteria	Chloroflexota	Dehalococcoidia	SM23-28-2	RBG-16-64-32	JADFNQ01	JADFNQ01 sp022564695
FDZ081-WBaG0-2.bin.327	Bacteria	Gemmatimonadota	Gemmatimonadetes	Longimicrobiales	UBA6960	UBA822	UBA822 sp022564055
FDZ066-YBuR0-2.bin.281	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	SM1A02	JACZRS01	
FDZ072-GRR12-14-26.bin.10	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Elizabethkingia	Elizabethkingia bruuniana
FDZ033-GG0-2.bin.569	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	SZUA-36	JAJRRA01	
FDZ076-WWWu20-22.bin.21	Bacteria	Hydrogenedentota	Hydrogenedentia	Hydrogenedentiales	GCA-2746185		
FDZ039-YBe8-10.bin.20	Bacteria	Patescibacteria	Paceibacteria	Paceibacterales	UBA10102		
FDZ070-GBkY16-18.bin.118	Bacteria	Patescibacteria	Paceibacteria	UBA9973	JACZSL01	JANQMM01	
FDZ061-WW16-18.bin.867	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	DYQA01		
FDZ050-RBk18-20.bin.397	Bacteria	Planctomycetota	Phycisphaerae	UBA1845	UBA1845	JAJRSP01	
FDZ070-WuRG12-14.bin.394	Bacteria	Chloroflexota	Dehalococcoidia	QGNO01	SHYF01		
FDZ046-YBk4-6.bin.91	Bacteria	Chloroflexota	Dehalococcoidia	SM23-28-2	RBG-16-64-32	JADFNQ01	
FDZ076-YW-C10-12.bin.12	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	SZUA-230	SZUA-230 sp022567155
FDZ064-RWG12-14.bin.150	Bacteria	Chloroflexota	Dehalococcoidia	SAR202	UBA11138	JADFHV01	
FDZ054-RG30-32.bin.80	Bacteria	Omnitrophota	Koll11	Zapsychrales	Zapsychraceae	2-02-FULL-52-10	
FDZ063-YBkR4-6.bin.32	Bacteria	Patescibacteria	Paceibacteria	Spechtbacterales	H02-43-30	CAJXHR01	
FDZ060-GYBk14-16.bin.242	Bacteria	Patescibacteria	Gracilibacteria	JAUYGZ01	JAUYGZ01	JAUYGZ01	
FDZ081-Wu6-8.bin.205	Bacteria	Zixibacteria	MSB-5A5	GN15	FEB-12	JACZWU01	
FDZ074-WuWW28-30.bin.224	Bacteria	Chloroflexota	Dehalococcoidia	UBA3495	UBA3495	UBA9611	
FDZ064-RRG6-8.bin.297	Bacteria	SAR324	SAR324	SAR324	JACQKK01	JAPUIH01	
FDZ060-HbY14-16.bin.518	Bacteria	Patescibacteria	Doudnabacteria	UBA920			
FDZ076-BkWG10-12.bin.213	Bacteria	Chloroflexota	Dehalococcoidia	SAR202	UBA11138	JADFIF01	
FDZ033-YG2-4.bin.570	Bacteria	Chloroflexota	Anaerolineae	Aggregatilineales	Phototrophicaceae	JAUZRW01	
FDZ062-WuWW0-2.bin.432	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae		
FDZ070-GBkY26-28.bin.136	Bacteria	Chloroflexota	Dehalococcoidia	Dehalococcoidales	UBA2162		
FDZ071-WGBa12-14.bin.282	Bacteria	Planctomycetota	Phycisphaerae	Sedimentisphaerales	SM23-30		
FDZ076-YW-A16-18.bin.4	Bacteria	Patescibacteria	UBA1384	2-12-FULL-50-11	2-12-FULL-50-11	BOKZ01	
FDZ070-GBkY12-14.bin.73	Bacteria	Marinisomatota	SORT01	SORT01	SORT01	SORT01	
FDZ041-Be15-20.bin.827	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Halieaceae		
FDZ064-BuG0-2.bin.278	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae		
FDZ081-WW30-32.bin.40	Bacteria	Bacillota	Bacilli	Bacillales	Anoxybacillaceae	Geobacillus	Geobacillus thermoleovorans
FDZ074-GRR2-4.bin.218	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Azotimanducaceae_A	JAPUFN01	
FDZ076-YWWu8-10.bin.36	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Limisphaerales	JAKEEH01	JAKEEH01	
FDZ058-Be14-16.bin.17	Bacteria	Patescibacteria	Paceibacteria	Paceibacterales	UBA10102	JANBVJ01	
FDZ043-RG10-12.bin.59	Bacteria	Chloroflexota	Dehalococcoidia	SM23-28-2	RBG-16-64-32	CF-162	
FDZ053-RBk2-4.bin.412	Bacteria	Hydrogenedentota	Hydrogenedentia	Hydrogenedentiales	SLHB01	JAJDAB01	
FDZ081-BeBeG14-16.bin.434	Bacteria	Patescibacteria	Paceibacteria	GWA2-38-13b	GWA2-38-13b		
FDZ076-RBkR6-8.bin.56	Bacteria	Chloroflexota	Anaerolineae	Anaerolineales	UBA11579	VRUJ01	
FDZ064-BaGW12-14.bin.429	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales_A	JADFTO01	JACZQZ01	JACZQZ01 sp022572335
FDZ046-G2-4.bin.171	Bacteria	Marinisomatota	SORT01	SORT01	SORT01	SORT01	
FDZ044-RBk2-4.bin.213	Bacteria	Chloroflexota	Dehalococcoidia	SAR202	UBA11138	JADFIF01	
FDZ033-GG0-2.bin.218	Bacteria	Chloroflexota	Dehalococcoidia	UBA3495	UBA3495	UBA9611	
FDZ070-WuRG10-12.bin.10	Bacteria	Nitrospirota	Thermodesulfovibrionia	Thermodesulfovibrionales	Magnetobacteriaceae		
FDZ069-GRR14-16.bin.114	Bacteria	Patescibacteria	Gracilibacteria	Peribacterales	JABICL01		
FDZ076-WRG16-18.bin.193	Bacteria	Zixibacteria	MSB-5A5	GN15	FEB-12	JACZWU01	
FDZ074-GRR8-10.bin.116	Bacteria	Chloroflexota	Dehalococcoidia	UBA3495	UBA3495	Io17-Chloro-G2	
FDZ074-WuWW26-28.bin.86	Bacteria	KSB1	UBA2214	CR04bin15	N075bin58		
FDZ033-GG0-2.bin.633	Bacteria	SAR324	SAR324	SAR324	JACQKK01	JAPUIH01	
FDZ070-GBkY10-12.bin.37	Bacteria	Planctomycetota	Phycisphaerae	UBA1845	UBA1845	SURF-32	
FDZ074-WRR6-8.bin.14	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	SMXR01	SMXR01	
FDZ058-Be10-12.bin.571	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	UBA7328	
FDZ081-YBaR0-2.bin.247	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae		
FDZ074-GRR6-8.bin.512	Bacteria	Marinisomatota	Marinisomatia	SCGC-AAA003-L08	TS1B11	TS1B11	
FDZ046-G0-2.bin.784	Bacteria	Actinomycetota	Acidimicrobiia	UBA5794	UBA5794	JACZST01	
FDZ044-RBk6-8.bin.352	Bacteria	Planctomycetota	Phycisphaerae	UBA1845	UBA1845		
FDZ071-BuBuG14-16.bin.80	Bacteria	Bacteroidota	Rhodothermia	Rhodothermales	Rubricoccaceae	JAHEJB01	JAHEJB01 sp022561755
FDZ076-GGR16-18.bin.317	Bacteria	Patescibacteria	Paceibacteria	UBA6257	GWB1-50-10		
FDZ060-HbY20-22.bin.3	Bacteria	Gemmatimonadota	Gemmatimonadetes	Longimicrobiales	UBA6960	UBA822	UBA822 sp022564055
FDZ044-RBk6-8.bin.250	Bacteria	Acidobacteriota	Terriglobia	Acidoferrales	2-02-FULL-67-57	JACZYA01	
FDZ076-YW-C10-12.bin.33	Bacteria	Patescibacteria	Paceibacteria	UBA6257	GWB1-50-10		
FDZ054-Be6-8.bin.24	Bacteria	Patescibacteria	Paceibacteria	UBA9973	UBA2135		
FDZ064-BaGW12-14.bin.31	Bacteria	Planctomycetota	UBA8742	UBA2392	UBA2392		
FDZ036-Y0-2.bin.125	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales_A	Thalassospiraceae	Thalassospira	Thalassospira sp002311515
FDZ081-Wu0-2.bin.260	Bacteria	Planctomycetota	UBA1135	UBA1135	GCA-002686595	GCA-2862085	
FDZ070-GBkY2-4.bin.441	Bacteria	Zixibacteria	MSB-5A5	WJJR01	WJJR01		
FDZ071-RRG26-28.bin.146	Bacteria	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae		
FDZ036-Y0-2.bin.334	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Sediminibacterium	
FDZ046-Y2-4.bin.548	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales_A	Casp-alpha2	Casp-alpha2	
FDZ076-RGWu2-4.bin.593	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	DYQA01		
FDZ072-GRR8-10-30.bin.90	Bacteria	Chloroflexota	Dehalococcoidia	SAR202	UBA11138	JADFKI01	JADFKI01 sp022561955
FDZ0325-10.bin.367	Bacteria	Chloroflexota	Dehalococcoidia	DSTF01	RBG-16-68-14	SZUA-185	
FDZ043-RG2-4.bin.321	Bacteria	Chloroflexota	Dehalococcoidia	UBA3495	UBA3495		
FDZ076-GGR4-6.bin.32	Bacteria	Chloroflexota	Dehalococcoidia	UBA3495	UBA3495		
FDZ081-Wu6-8.bin.290	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	GWC2-71-9	CAMYLY01	
FDZ070-GBkY24-26.bin.223	Bacteria	Marinisomatota	SORT01	SORT01	SORT01	SORT01	
FDZ076-GGR14-16.bin.112	Bacteria	Patescibacteria	Paceibacteria	Paceibacterales	UBA10102	01-FULL-49-22b	
FDZ074-WuRG4-6.bin.297	Bacteria	Patescibacteria	Paceibacteria	Spechtbacterales	H02-43-30		
FDZ070-GBkY24-26.bin.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudohongiellaceae		
FDZ077-WuWW10-12.bin.668	Bacteria	Pseudomonadota	Alphaproteobacteria	Micavibrionales	UBA2020		
FDZ070-RYBk6-8.bin.395	Bacteria	Patescibacteria	Paceibacteria	UBA9973	JACZSL01	JADFRL01	
FDZ076-BkWG10-12.bin.82	Bacteria	Zixibacteria	MSB-5A5	GN15	FEB-12	JACZWU01	
FDZ053-RBk18-20.bin.447	Bacteria	Chloroflexota	Dehalococcoidia	JAENJB01	JAENJB01		
FDZ072-GRW4-6.bin.85	Bacteria	Chloroflexota	Dehalococcoidia	UBA3495	UBA3495	JADFJS01	
FDZ070-GBeBe16-18.bin.26	Bacteria	Chloroflexota	Dehalococcoidia	UBA2985	UBA2985	VEXC01	
FDZ076-RGWu20-22.bin.300	Bacteria	Planctomycetota	Phycisphaerae	UBA1845	UBA1845	JADFPW01	JADFPW01 sp022562105
FDZ060-WuYYNs.bin.108	Bacteria	Myxococcota_A	UBA9160	UBA9160	UBA4427	DUBZ01	
FDZ069-R34-6.bin.544	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	SM1A02	JADFFQ01	JADFFQ01 sp027295435
FDZ046-RG6-8.bin.68	Bacteria	Pseudomonadota	Gammaproteobacteria	UBA9214	UBA9214		
FDZ041-Be15-20.bin.1123	Bacteria	Patescibacteria	Paceibacteria	Terrybacterales	2-01-FULL-58-14		
FDZ069-GBeBe2-4.bin.137	Bacteria	Planctomycetota	Phycisphaerae	UBA1845	UBA1845	JADFPW01	JADFPW01 sp022562105
FDZ077-WuYW14-16.bin.67	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Rhodothalassiaceae		
FDZ076-RGWu4-6.bin.594	Bacteria	Myxococcota_A	UBA9160	UBA9160	UBA4427	DUBZ01	
FDZ077-WuWW0-2.bin.441	Bacteria	Patescibacteria	ABY1	SG8-24	DYFX01		
FDZ071-RRR8-10.bin.402	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	SM1A02	JADFNO01	
FDZ058-Be18-20.bin.729	Bacteria	Patescibacteria	Paceibacteria	Spechtbacterales	2-12-FULL-38-22		
FDZ066-ww2-4.bin.221	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	SM1A02	JADFFQ01	
FDZ061-WW18-20.bin.27	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudohongiellaceae	UBA9145	
FDZ071-WW6-8.bin.741	Bacteria	Pseudomonadota	Gammaproteobacteria	UBA4486	UBA4486		
FDZ081-WW2-4.bin.1	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	SM1A02	JADFNO01	
FDZ058-Be18-20.bin.781	Bacteria	Patescibacteria	Paceibacteria	UBA6257	UBA6257	DAOVIY01	
FDZ072-RRR2-4.bin.820	Bacteria	Chloroflexota	Dehalococcoidia	UBA3495	UBA3495	UBA1141	
FDZ033-YG2-4.bin.477	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	GCA-2721545	GCA-2721545 sp003230615
FDZ051-Be10-12.bin.20	Bacteria	Patescibacteria	Paceibacteria	UBA9973	UBA918	Damh-18	
FDZ052-BYSed.bin.291	Bacteria	Patescibacteria	Paceibacteria	Spechtbacterales	2-12-FULL-38-22		
FDZ044-RBk6-8.bin.321	Bacteria	Planctomycetota	Phycisphaerae	UBA1845	CAIVHJ01	JACZTW01	
FDZ070-WuWY6-8.bin.495	Bacteria	SAR324	SAR324	SAR324	JACQKK01	JACZRV01	
FDZ070-GBkY12-14.bin.20	Bacteria	Patescibacteria	Paceibacteria	UBA9973	JADFSL01	JADFSL01	
FDZ064-RRG6-8.bin.46	Bacteria	Hydrogenedentota	Hydrogenedentia	Hydrogenedentiales	GCA-2746185	JASJYE01	
FDZ060-HbY12-14.bin.372	Bacteria	Pseudomonadota	Gammaproteobacteria	Woeseiales	Woeseiaceae	JAADHU01	JAADHU01 sp022563505
FDZ076-YW-A16-18.bin.88	Bacteria	Zixibacteria	MSB-5A5	WJJR01	WJJR01		
FDZ070-RYBk18-20.bin.25	Bacteria	Chloroflexota	Dehalococcoidia	SAR202	UBA11138		
FDZ062-RRR4-6.bin.162	Bacteria	Planctomycetota	Phycisphaerae	UBA1845	CAIVHJ01	JACZTW01	
FDZ077-WuWW4-6.bin.13	Bacteria	Hydrogenedentota	Hydrogenedentia	Hydrogenedentiales	GCA-2746185		
FDZ060-GBeBe18-20.bin.208	Bacteria	Chloroflexota	Dehalococcoidia	SAR202	UBA11138	JADFKI01	
FDZ076-RGWu4-6.bin.842	Bacteria	Chloroflexota	Dehalococcoidia	UBA6926	UBA6926		
FDZ070-GBkY4-6.bin.83	Bacteria	Gemmatimonadota	Gemmatimonadetes	Longimicrobiales	UBA6960	UBA822	UBA822 sp022563405
FDZ070-WuRG14-16.bin.26	Bacteria	Zixibacteria	MSB-5A5	GN15	FEB-12	B120-G9	
FDZ071-RRR8-10.bin.224	Bacteria	Chloroflexota	Dehalococcoidia	SAR202	UBA11138		
FDZ043-RG16-18.bin.120	Bacteria	Pseudomonadota	Alphaproteobacteria	JAPULJ01	JAPULJ01		
FDZ074-GRR10-12.bin.302	Bacteria	Marinisomatota	SORT01	SORT01	SORT01	SORT01	
FDZ060-HbR22-24.bin.50	Bacteria	Desulfobacterota	GWC2-55-46	S146-70	JAUXIU01	JAUXIU01	
FDZ070-GBeBe24-26.bin.285	Bacteria	Acidobacteriota	UBA6911	RPQK01	RPQK01	JADFOI01	JADFOI01 sp022562935
FDZ062-WuWW0-2.bin.63	Bacteria	Acidobacteriota	Polarisedimenticolia	Polarisedimenticolales	Polarisedimenticolaceae	WVWW01	
FDZ044-RBk8-10.bin.28	Bacteria	Omnitrophota	Omnitrophia	Omnitrophales	Aquincolibacteriaceae		
FDZ050-RBk18-20.bin.320	Bacteria	Planctomycetota	DG-23				
FDZ074-WuRG28-30.bin.144	Bacteria	Patescibacteria	Paceibacteria	SURF-38	SURF-38		
FDZ058-Be12-14.bin.325	Bacteria	Pseudomonadota	Gammaproteobacteria	GCA-2729495	GCA-2729495	GCA-002729875	
FDZ061-WW4-6.bin.119	Bacteria	Chloroflexota	Dehalococcoidia	UBA3495	UBA3495		
FDZ053-RBk2-4.bin.82	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudohongiellaceae	UBA9145	
FDZ074-WuWW4-6.bin.371	Bacteria	Chloroflexota	Dehalococcoidia	DSTF01	RBG-16-68-14	SZUA-185	
FDZ071-RRG16-18.bin.331	Bacteria	Bacteroidota	Bacteroidia	B-17B0	B-17BO	UBA2475	
FDZ071-BUG4-6.bin.273	Bacteria	Planctomycetota	Phycisphaerae	UBA1845	UBA1845	JANQGB01	
FDZ061-WW16-18.bin.959	Bacteria	Latescibacterota	Latescibacteria	Latescibacterales	Latescibacteraceae	Latescibacter	
FDZ066-ww2-4.bin.58	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Simkaniaceae	JAAKFF01	
FDZ064-RWG12-14.bin.120	Bacteria	Patescibacteria	Paceibacteria	Paceibacterales	UBA10102	01-FULL-49-22b	
FDZ072-WuWY4-6.bin.70	Bacteria	Patescibacteria	Paceibacteria	Paceibacterales			
FDZ069-BaYG-BaYR8-10.bin.194	Bacteria	Patescibacteria	Paceibacteria	UBA9973	JACZSL01	JADFRL01	
FDZ069-BaYG-BaYR4-6.bin.24	Bacteria	Chloroflexota	Anaerolineae	Anaerolineales	UBA11579	VRUJ01	
FDZ081-Wu6-8.bin.86	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Azotimanducaceae_A	JAPUFN01	JAPUFN01 sp027293665
FDZ058-Be2-4.bin.541	Bacteria	Pseudomonadota	Alphaproteobacteria	JAPYRI01	JAPYRI01	JAPYRI01	
FDZ074-WuRG24-26.bin.189	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales			
FDZ076-Wu10-12.bin.100	Bacteria	Chloroflexota	Dehalococcoidia	UBA3495	UBA3495	JADFQT01	
